label,youtube_id,time_start,time_end,split,full_path,num_files
snowboarding,T28k6uxnpPE,251,261,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snowboarding/T28k6uxnpPE_000251_000261,300
washing hands,T2_sXGK3ZJA,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing hands/T2_sXGK3ZJA_000003_000013,121
applying cream,T3Ba9GbQn7g,72,82,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/applying cream/T3Ba9GbQn7g_000072_000082,300
pole vault,T5FFFfo1-no,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pole vault/T5FFFfo1-no_000007_000017,285
gargling,T5aHuIVJotU,76,86,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/gargling/T5aHuIVJotU_000076_000086,300
lunge,T5swxGOG2KY,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/lunge/T5swxGOG2KY_000004_000014,300
playing accordion,T97WL2cKD6M,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing accordion/T97WL2cKD6M_000015_000025,300
juggling fire,TA2mmXre8HQ,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/juggling fire/TA2mmXre8HQ_000000_000010,300
bending back,TCRDSwJWKFQ,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending back/TCRDSwJWKFQ_000003_000013,300
jetskiing,TD1Au0vZBzY,54,64,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/jetskiing/TD1Au0vZBzY_000054_000064,300
tapping guitar,TEIYLQpiyEI,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tapping guitar/TEIYLQpiyEI_000022_000032,180
windsurfing,TEj_A_BC-aU,184,194,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/windsurfing/TEj_A_BC-aU_000184_000194,300
dancing ballet,TGbudmrQs3U,130,140,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing ballet/TGbudmrQs3U_000130_000140,301
grooming horse,THEW4yjniX8,164,174,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming horse/THEW4yjniX8_000164_000174,300
zumba,THJBipwDDM4,10,20,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/zumba/THJBipwDDM4_000010_000020,300
eating hotdog,THUs_YveGxQ,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating hotdog/THUs_YveGxQ_000021_000031,300
hoverboarding,TIIMHjK9GU4,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hoverboarding/TIIMHjK9GU4_000041_000051,301
weaving basket,TKWm13mAlW4,38,48,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/weaving basket/TKWm13mAlW4_000038_000048,196
folding clothes,TLy8a77zJx0,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/folding clothes/TLy8a77zJx0_000003_000013,300
ice climbing,TNzN7wD4PwQ,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice climbing/TNzN7wD4PwQ_000001_000011,300
plastering,TQ7LCAEVIH8,62,72,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/plastering/TQ7LCAEVIH8_000062_000072,300
playing cricket,TQrXB0F9qpo,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cricket/TQrXB0F9qpo_000019_000029,300
playing volleyball,TR0gqm6AgBg,55,65,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing volleyball/TR0gqm6AgBg_000055_000065,300
playing kickball,TRN_0W9lniY,171,181,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing kickball/TRN_0W9lniY_000171_000181,300
cutting watermelon,TRcWcUTFY0U,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cutting watermelon/TRcWcUTFY0U_000000_000010,300
bartending,TTaNaGAR2YA,152,162,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bartending/TTaNaGAR2YA_000152_000162,300
reading newspaper,TUOIarQEnRM,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/reading newspaper/TUOIarQEnRM_000009_000019,300
cooking chicken,TVJmlU2W2Jw,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cooking chicken/TVJmlU2W2Jw_000032_000042,300
barbequing,TXcP94-C0DI,203,213,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/barbequing/TXcP94-C0DI_000203_000213,300
catching or throwing softball,TXsSJQeNfO0,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching or throwing softball/TXsSJQeNfO0_000006_000016,284
push up,TYdrmMboQVg,29,39,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/push up/TYdrmMboQVg_000029_000039,300
feeding fish,TZSM8htodLc,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding fish/TZSM8htodLc_000015_000025,281
presenting weather forecast,T_DXCWsRAss,84,94,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/presenting weather forecast/T_DXCWsRAss_000084_000094,300
ski jumping,T_DximV14OQ,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ski jumping/T_DximV14OQ_000002_000012,300
golf driving,TbpoEQ-hOe0,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/golf driving/TbpoEQ-hOe0_000004_000014,193
playing recorder,Tc32Ecakf_0,17,27,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing recorder/Tc32Ecakf_0_000017_000027,300
tango dancing,TcXkhoyfULU,87,97,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tango dancing/TcXkhoyfULU_000087_000097,300
hopscotch,Th9IO0XOAig,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hopscotch/Th9IO0XOAig_000002_000012,299
stomping grapes,Thb061h_OEA,54,64,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stomping grapes/Thb061h_OEA_000054_000064,300
catching or throwing softball,TjEwE7I-umc,50,60,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching or throwing softball/TjEwE7I-umc_000050_000060,300
sailing,TmCDu3HjAi0,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sailing/TmCDu3HjAi0_000024_000034,300
hurling (sport),TmzivRetelE,179,189,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurling (sport)/TmzivRetelE_000179_000189,300
snowkiting,ToDS3RIVybY,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snowkiting/ToDS3RIVybY_000025_000035,151
playing saxophone,TpoL20ZVZE4,204,214,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing saxophone/TpoL20ZVZE4_000204_000214,300
capoeira,TrMvpq17VYM,224,234,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/capoeira/TrMvpq17VYM_000224_000234,300
sharpening knives,TsHRWJP8UVw,91,101,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sharpening knives/TsHRWJP8UVw_000091_000101,300
ice fishing,TuKSWOuvMsY,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice fishing/TuKSWOuvMsY_000000_000010,300
sticking tongue out,TuSGTDNsexc,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sticking tongue out/TuSGTDNsexc_000026_000036,300
country line dancing,TvAKFAeAaxg,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/country line dancing/TvAKFAeAaxg_000058_000068,300
yoga,Tw2yXa6CzWE,491,501,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/yoga/Tw2yXa6CzWE_000491_000501,300
exercising arm,Twa0rBXRtaY,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/exercising arm/Twa0rBXRtaY_000000_000010,300
news anchoring,TwySlIejYPw,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/news anchoring/TwySlIejYPw_000025_000035,300
whistling,TyXrKP6KYSo,36,46,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/whistling/TyXrKP6KYSo_000036_000046,300
training dog,U-oMzuYgLz0,23,33,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/training dog/U-oMzuYgLz0_000023_000033,300
garbage collecting,U0by6xbnNCI,102,112,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/garbage collecting/U0by6xbnNCI_000102_000112,300
motorcycling,U5gedvvHHB8,423,433,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/motorcycling/U5gedvvHHB8_000423_000433,300
flying kite,U6THcz2Qt3Q,199,209,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/flying kite/U6THcz2Qt3Q_000199_000209,300
snowkiting,U7daEadQWAA,52,62,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/snowkiting/U7daEadQWAA_000052_000062,300
pull ups,U7fP08R37EA,13,23,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pull ups/U7fP08R37EA_000013_000023,300
washing hands,U9ADoMTAMjI,47,57,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing hands/U9ADoMTAMjI_000047_000057,300
roller skating,U9p0R5xIppg,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/roller skating/U9p0R5xIppg_000037_000047,300
deadlifting,U9zVE_D9kRI,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/deadlifting/U9zVE_D9kRI_000003_000013,300
waiting in line,UBjwOghFbvY,12,22,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waiting in line/UBjwOghFbvY_000012_000022,155
playing accordion,UBvJD2xjtvY,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing accordion/UBvJD2xjtvY_000000_000010,300
playing cards,UCwE5xihGyY,454,464,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cards/UCwE5xihGyY_000454_000464,300
riding scooter,UD1WhklY3hU,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding scooter/UD1WhklY3hU_000001_000011,299
exercising with an exercise ball,UD7IUP4HjOw,26,36,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/exercising with an exercise ball/UD7IUP4HjOw_000026_000036,300
pull ups,UGFRvAB22fg,38,48,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pull ups/UGFRvAB22fg_000038_000048,300
vault,UH2kLbuXMRw,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/vault/UH2kLbuXMRw_000014_000024,223
unboxing,UHYI4lHaclI,76,86,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/unboxing/UHYI4lHaclI_000076_000086,299
riding camel,UIZ8yKFvgrg,46,56,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/riding camel/UIZ8yKFvgrg_000046_000056,174
driving car,UItbuPersiY,95,105,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/driving car/UItbuPersiY_000095_000105,300
skiing slalom,UK9r7mu9A-s,483,493,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skiing slalom/UK9r7mu9A-s_000483_000493,300
feeding fish,UMSboAcK6PM,34,44,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/feeding fish/UMSboAcK6PM_000034_000044,300
scuba diving,UOE1EGsXqqc,498,508,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/scuba diving/UOE1EGsXqqc_000498_000508,300
drawing,UO_NKN2FzFM,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/UO_NKN2FzFM_000003_000013,299
washing dishes,UOy4wYbmKzM,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing dishes/UOy4wYbmKzM_000003_000013,258
cleaning windows,UPHhBfx0L34,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning windows/UPHhBfx0L34_000008_000018,300
slacklining,UPSaUWMg3pQ,10,20,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/slacklining/UPSaUWMg3pQ_000010_000020,293
kitesurfing,UPdH7QWj6P0,5,15,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/kitesurfing/UPdH7QWj6P0_000005_000015,150
drawing,UPeTYuxFLr0,464,474,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drawing/UPeTYuxFLr0_000464_000474,300
catching or throwing baseball,URS81Krk6pE,62,72,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching or throwing baseball/URS81Krk6pE_000062_000072,300
dancing gangnam style,UTCp0QC6bXQ,41,51,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing gangnam style/UTCp0QC6bXQ_000041_000051,300
shooting goal (soccer),UTUof2luuTk,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shooting goal (soccer)/UTUof2luuTk_000000_000010,66
crossing river,UUo8vqJVHcQ,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/crossing river/UUo8vqJVHcQ_000025_000035,299
juggling fire,UUr2QX4eaqM,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/juggling fire/UUr2QX4eaqM_000009_000019,295
washing feet,UYC0Zi-I3yU,619,629,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/washing feet/UYC0Zi-I3yU_000619_000629,300
side kick,U_CeyCr_92c,77,87,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/side kick/U_CeyCr_92c_000077_000087,300
playing accordion,U_D-B-xXgys,56,66,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing accordion/U_D-B-xXgys_000056_000066,300
playing guitar,Ua_8t0VNszU,72,82,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing guitar/Ua_8t0VNszU_000072_000082,300
belly dancing,UbwMryGDO-Q,75,85,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/belly dancing/UbwMryGDO-Q_000075_000085,300
bending back,UdVsbIeCgDQ,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending back/UdVsbIeCgDQ_000027_000037,299
changing wheel,UdvI7GOfNHI,4,14,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/changing wheel/UdvI7GOfNHI_000004_000014,300
throwing axe,Ui2LaD4RvwE,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing axe/Ui2LaD4RvwE_000003_000013,300
skipping rope,UjnfkqOHQSY,324,334,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/skipping rope/UjnfkqOHQSY_000324_000334,300
javelin throw,UmZWJBi2bWI,7,17,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/javelin throw/UmZWJBi2bWI_000007_000017,300
folding napkins,Upn0agL5rBg,55,65,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/folding napkins/Upn0agL5rBg_000055_000065,300
dancing charleston,UqbPNmdiEQE,10,20,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dancing charleston/UqbPNmdiEQE_000010_000020,300
sneezing,Urmbp1ulIXI,23,33,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sneezing/Urmbp1ulIXI_000023_000033,300
bending metal,UscsLDIr8QE,55,65,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bending metal/UscsLDIr8QE_000055_000065,300
hockey stop,UvQJ18AF3oE,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hockey stop/UvQJ18AF3oE_000025_000035,300
making bed,UwLV04Yztjg,225,235,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making bed/UwLV04Yztjg_000225_000235,299
folding napkins,UwqZ4pRVS7k,39,49,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/folding napkins/UwqZ4pRVS7k_000039_000049,300
hurdling,UytdOEGAZbs,14,24,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hurdling/UytdOEGAZbs_000014_000024,300
crying,UzE4ilJ0Tj0,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/crying/UzE4ilJ0Tj0_000032_000042,300
gargling,UzX2ao7WBGc,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/gargling/UzX2ao7WBGc_000000_000010,299
biking through snow,V-zV57FAndg,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/biking through snow/V-zV57FAndg_000000_000010,300
cleaning gutters,V0SduH051ec,37,47,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/cleaning gutters/V0SduH051ec_000037_000047,300
ice skating,V1Q_OqnloNk,1,11,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/ice skating/V1Q_OqnloNk_000001_000011,300
trapezing,V2fllkKuUAc,72,82,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/trapezing/V2fllkKuUAc_000072_000082,299
hula hooping,V4-1tMYUTHM,50,60,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/hula hooping/V4-1tMYUTHM_000050_000060,300
petting cat,V453VcemDtQ,15,25,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/petting cat/V453VcemDtQ_000015_000025,300
eating carrots,V4IaThkaK6Y,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating carrots/V4IaThkaK6Y_000025_000035,300
swimming breast stroke,V4hnD9L9e7Y,61,71,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming breast stroke/V4hnD9L9e7Y_000061_000071,300
eating carrots,V7DUq0JJneY,8,18,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating carrots/V7DUq0JJneY_000008_000018,300
peeling apples,V7JfjksC30I,36,46,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/peeling apples/V7JfjksC30I_000036_000046,300
javelin throw,V9dbX7pxhNY,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/javelin throw/V9dbX7pxhNY_000006_000016,300
golf driving,VElrGmw_YXA,79,89,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/golf driving/VElrGmw_YXA_000079_000089,300
front raises,VFfxJlA7Zvw,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/front raises/VFfxJlA7Zvw_000006_000016,300
strumming guitar,VGHuOxVBBrs,33,43,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/strumming guitar/VGHuOxVBBrs_000033_000043,300
bee keeping,VJdXhDaPND4,758,768,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bee keeping/VJdXhDaPND4_000758_000768,300
using computer,VMyehkf2ass,24,34,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/using computer/VMyehkf2ass_000024_000034,299
sign language interpreting,VNGoJOxrpXE,48,58,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sign language interpreting/VNGoJOxrpXE_000048_000058,300
blowing leaves,VNXpHy5Tb_U,64,74,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blowing leaves/VNXpHy5Tb_U_000064_000074,299
salsa dancing,VNrTYWqzE4o,19,29,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/salsa dancing/VNrTYWqzE4o_000019_000029,169
swimming breast stroke,VNtjozekuAI,86,96,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming breast stroke/VNtjozekuAI_000086_000096,300
waxing chest,VT5_KhIdrlM,21,31,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing chest/VT5_KhIdrlM_000021_000031,300
stomping grapes,VXrzA3M1Erc,68,78,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stomping grapes/VXrzA3M1Erc_000068_000078,299
opening present,VYuRF48TrV8,32,42,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening present/VYuRF48TrV8_000032_000042,300
air drumming,VbQLp-cqHAA,102,112,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/air drumming/VbQLp-cqHAA_000102_000112,300
stretching arm,VbZRAlNPtZk,27,37,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/stretching arm/VbZRAlNPtZk_000027_000037,300
assembling computer,VdqSJ5sOaIw,22,32,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/assembling computer/VdqSJ5sOaIw_000022_000032,300
tying knot (not on a tie),Vdx6g26ZOE0,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tying knot (not on a tie)/Vdx6g26ZOE0_000002_000012,300
tossing salad,Ve0kJaDw_Z4,251,261,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tossing salad/Ve0kJaDw_Z4_000251_000261,300
making jewelry,VeCeJwLmrxk,243,253,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/making jewelry/VeCeJwLmrxk_000243_000253,300
bartending,VeQop_daALg,88,98,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bartending/VeQop_daALg_000088_000098,300
climbing tree,VhWw8Z5E7wI,40,50,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing tree/VhWw8Z5E7wI_000040_000050,300
drinking beer,VjCwHtE2yVE,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/drinking beer/VjCwHtE2yVE_000002_000012,158
jumping into pool,VjOzrsZIOwQ,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/jumping into pool/VjOzrsZIOwQ_000000_000010,263
bee keeping,VjzrsofgiSk,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/bee keeping/VjzrsofgiSk_000006_000016,300
dining,VmlHJFs1clY,371,381,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dining/VmlHJFs1clY_000371_000381,300
headbanging,VmpSME10mSw,11,21,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/headbanging/VmpSME10mSw_000011_000021,299
opening present,VnfXVbVtrB0,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/opening present/VnfXVbVtrB0_000003_000013,300
climbing ladder,VnlIIuL0WNQ,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/climbing ladder/VnlIIuL0WNQ_000000_000010,300
pushing car,VoYauMky8IQ,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/pushing car/VoYauMky8IQ_000000_000010,300
waxing eyebrows,Vqzf8Gkq7OA,129,139,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/waxing eyebrows/Vqzf8Gkq7OA_000129_000139,300
recording music,VrFDdA2xbYU,250,260,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/recording music/VrFDdA2xbYU_000250_000260,300
taking a shower,Vrw5KMnCAQQ,91,101,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/taking a shower/Vrw5KMnCAQQ_000091_000101,300
swimming breast stroke,Vt-VEGZVaH4,104,114,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming breast stroke/Vt-VEGZVaH4_000104_000114,300
curling hair,Vt6hfbMUzWc,44,54,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/curling hair/Vt6hfbMUzWc_000044_000054,300
playing flute,VtR31IqdFJg,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing flute/VtR31IqdFJg_000003_000013,300
salsa dancing,VtxFQIJSp-o,34,44,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/salsa dancing/VtxFQIJSp-o_000034_000044,300
eating ice cream,Vz_qb4j5Ols,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating ice cream/Vz_qb4j5Ols_000016_000026,300
grooming horse,W0A_lqltXgE,104,114,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/grooming horse/W0A_lqltXgE_000104_000114,300
javelin throw,W0uK33TqpCE,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/javelin throw/W0uK33TqpCE_000003_000013,89
playing cards,W1wNRzgnIV8,106,116,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing cards/W1wNRzgnIV8_000106_000116,300
swimming butterfly stroke,W2jsiSOtOJI,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swimming butterfly stroke/W2jsiSOtOJI_000002_000012,300
eating watermelon,W4HtXJsX13c,2,12,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/eating watermelon/W4HtXJsX13c_000002_000012,301
swinging on something,W4ucoxwzVCg,16,26,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/swinging on something/W4ucoxwzVCg_000016_000026,300
roller skating,W5rofklngU4,103,113,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/roller skating/W5rofklngU4_000103_000113,300
shredding paper,W5sJXu657wY,10,20,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/shredding paper/W5sJXu657wY_000010_000020,300
blasting sand,W6SuxrfBy3A,25,35,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/blasting sand/W6SuxrfBy3A_000025_000035,300
catching or throwing baseball,W8Fbjslydzs,39,49,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching or throwing baseball/W8Fbjslydzs_000039_000049,300
throwing axe,W8ynnOWJHiI,9,19,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/throwing axe/W8ynnOWJHiI_000009_000019,300
tickling,W9Ydqjoda9c,0,10,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/tickling/W9Ydqjoda9c_000000_000010,300
catching or throwing frisbee,W9sNq_-j1Nc,20,30,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/catching or throwing frisbee/W9sNq_-j1Nc_000020_000030,300
sled dog racing,WAwEGRIU6nc,34,44,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/sled dog racing/WAwEGRIU6nc_000034_000044,300
dunking basketball,WC2FOUSNyvE,6,16,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/dunking basketball/WC2FOUSNyvE_000006_000016,300
long jump,WCcALmPWOms,3,13,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/long jump/WCcALmPWOms_000003_000013,300
playing harmonica,WE03bw7IHt0,58,68,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing harmonica/WE03bw7IHt0_000058_000068,300
playing xylophone,WEED5iQUJ1A,38,48,validate,/n/fs/visualai-scr/Data/Kinetics_cvf/frames/val/playing xylophone/WEED5iQUJ1A_000038_000048,300
